$VAR__
Name|Platform|Year|Publisher|Global_Sales
Galactic Taz Ball|DS|2010|Warner Bros. Interactive Entertainment|0.09
Moon|PS|1997|ASCII Entertainment|0.18
Tokyo Mew Mew|PS|2002|Takara|0.02
Major League Baseball 2K8|PSP|N/A|Unknown|0.03
Airblade|PS2|2001|Sony Computer Entertainment|0.23
BIT.TRIP COMPLETE|Wii|2011|Rising Star Games|0.1
Sudoku Gridmaster (JP sales)|DS|2006|Nintendo|0.19
Final Fantasy XI: Wings of the Goddess|PS2|2007|Square Enix|0.81
Super Monkey Ball Adventure|PSP|2006|Sega|0.08
2 Games in 1: Sonic Advance & ChuChu Rocket!|GBA|2005|THQ|1.83
Skylanders: SuperChargers|WiiU|2015|Activision|0.48
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb|3DS|2012|Namco Bandai Games|0.63
Grand Theft Auto|GBA|2004|Take-Two Interactive|0.24
Need for Speed: Hot Pursuit|PC|2010|Electronic Arts|0.38
Super Wagyan Land|SNES|1991|Namco Bandai Games|0.42
Saka Agari Hurricane Portable|PSP|2011|Alchemist|0.03
Naruto Shippuden: Ultimate Ninja Storm 2|PS3|2010|Namco Bandai Games|1.22
Koudelka|PS|1999|Atari|0.08
WRC 5: FIA World Rally Championship|PS3|2015|Bigben Interactive|0.12
Madden NFL 25|X360|2013|Electronic Arts|2.18
Far Cry: Primal|XOne|2016|Ubisoft|0.85
Shrek: Forever After|DS|2010|Activision|0.31
Mugen Keitai Disgaea|PS2|2007|Tecmo Koei|0.09
Medal of Honor: Vanguard|Wii|2007|Electronic Arts|0.1
Tom Clancy's Splinter Cell: Double Agent|PS3|2007|Ubisoft|0.26
Hello Kitty: Roller Rescue|PC|2005|Empire Interactive|0.04
Inversion|X360|2012|Namco Bandai Games|0.06
Crash Boom Bang!|DS|2006|Vivendi Games|0.09
Star Wars: Republic Commando|XB|2005|Activision|0.67
Friends: The One with All the Trivia|PS2|2005|Warner Bros. Interactive Entertainment|0.06
Nicola Kanshuu: Model * Oshare Audition|DS|2010|Alchemist|0.06
NBA Live 97|PS|1996|Electronic Arts|1
Clannad: Mitsumi Mamoru Sakamichi de - Gekan|PSP|2010|Prototype|0.03
Rabbids Land|WiiU|2012|Ubisoft|0.04
Battle Fantasia|PS3|2008|505 Games|0.01
Open Season|DS|2006|Ubisoft|0.14
Dance Dance Revolution: Hottest Party 5|Wii|2011|Konami Digital Entertainment|0.03
Mega Man 4|NES|1991|Capcom|0.93
Winning Post 7 2010|PSP|2010|Tecmo Koei|0.05
Gradius Collection|PSP|2006|Konami Digital Entertainment|0.06
Pet Pals: New Leash on Life|DS|2010|Destineer|0.05
All-Star Baseball 2003|PS2|2002|Acclaim Entertainment|0.77
World Championship Rugby|PS2|2004|Acclaim Entertainment|0.11
Harlem Globetrotters: World Tour|DS|2006|Zoo Digital Publishing|0.07
NFL GameDay '97|PS|1996|Sony Computer Entertainment|0.87
NHL 98|PS|1997|Electronic Arts|0.92
Ice Age: Dawn of the Dinosaurs|X360|2009|Activision|0.13
Assetto Corsa|XOne|2016|505 Games|0.01
RollerCoaster Tycoon 2: Triple Thrill Pack|PC|2003|Atari|0.03
Heart no Kuni no Alice: Wonderful Twin World|PSP|2014|Quinrose|0.01
NCAA Football 07|XB|2006|Electronic Arts|0.56
Wipeout: The Game|Wii|2009|Mindscape|2.09
OZMAFIA!! -vivace-|PSV|2015|dramatic create|0.03
Jeopardy!|PS|1997|Hasbro Interactive|0.71
Call of Duty: Black Ops II|PC|2012|Activision|1.53
Lost Kingdoms|GC|2002|Activision|0.17
Maximo vs Army of Zin|PS2|2003|Capcom|0.21
Sonic Rush Adventure|DS|2007|Sega|1.17
Smashing Drive|XB|2002|Namco Bandai Games|0.04
Jupiter Strike|PS|1994|Acclaim Entertainment|0.11
The King of Fighters '98 Ultimate Match|PS2|2008|Ignition Entertainment|0.12
TalkMan (Japan)|PSP|2005|Sony Computer Entertainment|0.18
Disney's Home on the Range|GBA|2004|Disney Interactive Studios|0.17
Country Dance: All Stars|X360|2012|GameMill Entertainment|0.17
Golden Sun: Dark Dawn|DS|2010|Nintendo|0.84
GOTHA: Ismailia Seneki|SAT|1995|Sega|0.08
Sumikko Gurashi: Omise Hajimerundesu|3DS|2015|Nippon Columbia|0.14
Dream Pinball 3D|DS|2008|SouthPeak Games|0.03
LEGO Pirates of the Caribbean: The Video Game|Wii|2011|Disney Interactive Studios|1.64
Bubble Bobble Revolution|DS|2005|Atari|0.05
R-Type Delta|PS|1998|Irem Software Engineering|0.03
I-Ninja|PS2|2003|Sony Computer Entertainment|0.4
QuickSpot|DS|2006|Namco Bandai Games|0.14
Lowrider|PS2|2002|Pacific Century Cyber Works|0.26
Silent Hill|PS|1999|Konami Digital Entertainment|1.6
Ridge Racer DS|DS|2004|Namco Bandai Games|0.15
Mortal Kombat X|PC|2015|Warner Bros. Interactive Entertainment|0.05
Pocket Fighter|PS|1997|Virgin Interactive|0.23
Pac-Man All-Stars|PS3|2011|Namco Bandai Games|0.35
Tekken 6|PS3|2009|Namco Bandai Games|2.78
New Carnival Games|Wii|2010|Take-Two Interactive|0.61
Petz: Horseshoe Ranch|DS|2009|Ubisoft|0.17
Kangaroo|2600|1982|Atari|0.72
The Wizard of Oz: Beyond The Yellow Brick Road|DS|2008|D3Publisher|0.15
Jikkyou Powerful Pro Yakyuu 12|GC|2005|Konami Digital Entertainment|0.08
Band Hero|PS2|2009|Activision|0.41
NBA 07|PSP|2006|Sony Computer Entertainment|0.2
Spy Hunter / Super Sprint|GBA|2005|Zoo Digital Publishing|0.02
NBA 2K10|Wii|2009|Take-Two Interactive|0.39
Resident Evil 5|PC|2009|Capcom|0.07
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen|PS2|2007|Yuke's|0.02
Jam Sessions 2|DS|2009|Ubisoft|0.06
SingStar Legends|PS2|2006|Sony Computer Entertainment|1.1
Kisuato|PSV|2015|TGL|0.03
Discovery Kids: Dolphin Discovery|DS|2008|505 Games|0.22
Hiiro no Kakera DS|DS|2008|Idea Factory|0.05
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!|PS2|2007|Marvelous Interactive|0.02
Dead Space 3|X360|2013|Electronic Arts|0.99
Hyrule Warriors|WiiU|2014|Nintendo|1.26
I'm A Celebrity: Get Me Out of Here!|Wii|2009|Mindscape|0.17
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem|DS|2007|Zoo Digital Publishing|0.04
Azurik: Rise of Perathia|XB|2001|Microsoft Game Studios|0.24
Fight Night Round 3|PSP|2006|Electronic Arts|0.52
Madden NFL 08|PS2|2007|Electronic Arts|2.57
Super Street Fighter II|GEN|1993|Capcom|0.15
Prince of Persia: The Two Thrones|XB|2005|Ubisoft|0.58
True Crime: New York City|PS2|2005|Activision|0.76
ATV Offroad Fury: Blazin' Trails|PSP|2005|SouthPeak Games|0.57
Stoked: Big Air Edition|X360|2009|Namco Bandai Games|0.04
All-Star Baseball 2005|PS2|N/A|Unknown|0.32
NFL 2K3|XB|2002|Sega|0.52
Shaun White Snowboarding|PSP|2008|Ubisoft|0.32
Pure|PS3|2008|Disney Interactive Studios|0.9
Teenage Mutant Ninja Turtles III: The Manhattan Project|NES|1991|Konami Digital Entertainment|1.39
Hot Wheels: Beat That!|Wii|2007|Activision|0.15
Hamster Heroes|Wii|2008|Popcorn Arcade|0.16
Godzilla: Destroy All Monsters Melee|XB|N/A|Unknown|0.12
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe|X360|2013|Ubisoft|0.12
International Superstar Soccer Deluxe|SNES|1995|Konami Digital Entertainment|0.16
Tactics Ogre: The Knight of Lodis|GBA|2001|Nintendo|0.5
Kung Fu Panda|PC|2008|Activision|0.02
Rec Room Games|DS|2011|Destineer|0.07
Blitz: The League|X360|2006|Midway Games|0.16
Big Mutha Truckers 2|PS2|2005|Xplosiv|0.2
Railfan|PS3|2006|Ongakukan|0.01
Descent Maximum|PS|1997|Interplay Productions|0.1
The Walking Dead: Season Two|PS4|2014|Telltale Games|0.24
Harry Potter and the Half-Blood Prince|PS2|2009|Electronic Arts|0.64
Sunny Garcia Surfing|PS2|2001|Ubisoft|0.03
Pirates vs Ninja Dodgeball|Wii|2009|SouthPeak Games|0.05
Paws & Claws: Pampered Pets 2|DS|2011|THQ|0.06
Arcana Heart 3|X360|2011|PQube|0.05
Crush3D|3DS|2012|Sega|0.12
Dora the Explorer: Game Boy Advance Video Volume 1|GBA|2004|N/A|0.26
Winter Sports 2011|Wii|2011|DTP Entertainment|0.08
Top Gear Hyper-Bike|N64|1999|Kemco|0.06
Goosebumps: The Game|3DS|2015|WayForward Technologies|0.05
Revolution: 25th Anniversary Collection|PC|2016|Koch Media|0.02
Might & Magic Heroes VI|PC|2011|Ubisoft|0.31
Leisure Suit Larry: Box Office Bust|PS3|2009|Codemasters|0.1
Disney's Atlantis: The Lost Empire|PS|2001|Sony Computer Entertainment|0.17
We Dance|Wii|2011|Nordic Games|0.19
UFC: Tapout 2|XB|2003|Capcom|0.1
Chrono Cross|PS|1999|SquareSoft|1.86
Gloria Union|PSP|2011|Atlus|0.03
Sushi Academy|DS|2009|DTP Entertainment|0.08
Army Men: Green Rogue|PS|2001|3DO|0.07
Naruto Shippuden: Ultimate Ninja Heroes 3|PSP|2009|Namco Bandai Games|0.38
ESPN Extreme Games|PS|1994|Sony Computer Entertainment|0.38
Suikoden IV|PS2|2004|Konami Digital Entertainment|0.66
God of War Saga|PS3|2012|Sony Computer Entertainment|0.78
Toy Story 2: Buzz Lightyear to the Rescue!|PS|1998|Activision|1.71
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu|DS|2009|Arc System Works|0.01
Metal Gear Solid HD Edition|PSV|2012|Konami Digital Entertainment|0.48
Power Pro GB|GB|1998|Konami Digital Entertainment|0.07
Zombie Army Trilogy|XOne|2015|Rebellion Developments|0.1
Golden Nugget Casino DS|DS|2005|Majesco Entertainment|0.02
Barbie as The Island Princess|Wii|2007|Activision|0.45
Carnage Heart EXA|PSP|2010|ArtDink|0.02
Neo Atlas|PS|1998|ArtDink|0.09
Front Mission 5: Scars of the War|PS2|2005|Square Enix|0.21
Mario & Luigi: Dream Team|3DS|2013|Nintendo|2.06
Dungeon Defenders|PC|2011|Unknown|0.02
Shiratsuyu no Kai|PSP|2013|Idea Factory|0.02
NCAA March Madness 07|X360|2007|Electronic Arts|0.21
Club Penguin: Elite Penguin Force|DS|2008|Disney Interactive Studios|3.16
BioShock Infinite|PS3|2013|Take-Two Interactive|1.76
MotoGP 08|PS2|2008|Capcom|0.22
Hyperdevotion Noire: Goddess Black Heart|PSV|2014|Idea Factory|0.19
Bomberman Land Touch!|DS|2006|Rising Star Games|0.09
Minecraft|XOne|2014|Microsoft Game Studios|2.41
F1 2014|X360|2014|Codemasters|0.26
Fireblade|PS2|2002|Midway Games|0.18
Nova Usagi no Game de Ryuugaku!? DS|DS|2007|Konami Digital Entertainment|0.01
Bleach: Versus Crusade|Wii|2008|Sega|0.06
Knockout Kings 2003|GC|2002|Electronic Arts|0.15
Brave Story: Boku no Kioku to Negai|DS|2006|Namco Bandai Games|0.02
Tales of Phantasia (PS1 & PSP Versions)|PSP|2006|Namco Bandai Games|0.11
Koisuru Otome to Shugo no Tate Portable|PSP|2010|Alchemist|0.02
Kamigami no Asobi InFinite|PSV|2016|Broccoli|0.01
Himawari: Pebble in the Sky Portable|PSP|2010|Kadokawa Shoten|0.01
Blur|PS3|2010|Activision|0.74
MotoGP|PS2|2000|Namco Bandai Games|0.27
Madden NFL 12|Wii|2011|Electronic Arts|0.46
MLB 07: The Show|PS3|2007|Sony Computer Entertainment|0.31
Spec Ops: The Line|PC|2012|Take-Two Interactive|0.23
The Eye of Judgment|PS3|2007|Sony Computer Entertainment|0.34
Onechanbara: Bikini Zombie Slayers|Wii|2008|D3Publisher|0.12
The Biggest Loser|Wii|2009|THQ|1.08
MX vs. ATV Untamed|DS|2007|THQ|0.12
Pikmin 3|WiiU|2013|Nintendo|1.11
Garfield's Fun Fest|DS|2008|Zoo Digital Publishing|0.13
SoulCalibur Legends (JP sales)|Wii|2007|Namco Bandai Games|0.01
The Last of Us|PS4|2014|Sony Computer Entertainment|4.55
Call of Duty 2|PC|2005|Activision|0.06
Zac to Ombra: Maboroshi no Yuuenchi|DS|2010|Konami Digital Entertainment|0.04
F.E.A.R. 2: Project Origin|PC|2009|Warner Bros. Interactive Entertainment|0.07
UFC Personal Trainer: The Ultimate Fitness System|X360|2011|THQ|0.78
WWF No Mercy|N64|2000|THQ|1.5
Tecmo Classic Arcade|XB|2005|Microsoft Game Studios|0.06
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe|DS|2009|Rocket Company|0.06
Winning Eleven: Pro Evolution Soccer 2007|PS2|2006|Konami Digital Entertainment|4.39
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage|X360|2009|Bethesda Softworks|0.1
Jikkyou Powerful Pro Yakyuu 2001|PS|2001|Konami Digital Entertainment|0.24
Nanda's Island|DS|2009|Phenomedia|0.05
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu|PS|1995|Atlus|0.1
Reactor|2600|1981|Parker Bros.|0.22
DemiKids: Light Version|GBA|2002|Atlus|0.02
Godzilla Unleashed: Double Smash|DS|2007|Atari|0.12
Olympic Hockey 98|N64|1998|GT Interactive|0.06
Sigma Star Saga|GBA|2005|Atari|0.05
SpongeBob's Surf & Skate Roadtrip|X360|2011|THQ|0.19
NHL Blades of Steel '99|N64|1999|Konami Digital Entertainment|0.05
The Sims 4: Spa Day|PC|2015|Electronic Arts|0.04
Mimana Iyar Chronicle|PSP|2009|GungHo|0.09
Freekstyle|PS2|2002|Electronic Arts|1.06
Science Papa|Wii|2009|Activision|0.14
The Voice|WiiU|2014|Activision|0.09
Daikaijuu Battle: Ultra Coliseum|Wii|2008|Namco Bandai Games|0.02
WWE '12|X360|2011|THQ|1.27
Primal Rage|PS|1994|Time Warner Interactive|0.11
Pokemon Diamond/Pokemon Pearl|DS|2006|Nintendo|18.36
LEGO Indiana Jones: The Original Adventures|X360|2008|Activision|3.78
Kenka Banchou 2: Full Throttle|PS2|2007|Spike|0.09
Ben 10 Galactic Racing|PS3|2011|D3Publisher|0.09
Chrono Trigger|SNES|1995|SquareSoft|2.31
Space Invaders|SNES|1994|Taito|0.46
The Adventures of Tintin: The Game|X360|2011|Ubisoft|0.25
Saiyuuki: Kinkaku, Ginkaku no Inbou|DS|2007|D3Publisher|0.09
NHL FaceOff '97|PS|1996|Sony Computer Entertainment|0.46
Dark Souls|PC|2012|Namco Bandai Games|0.07
NFL Xtreme 2|PS|1999|989 Studios|0.48
Need For Speed: Undercover|PS2|2008|Electronic Arts|1.4
Teen Titans|GBA|N/A|Unknown|0.17
Naruto Ultimate Collection|PS2|2008|Namco Bandai Games|0.11
Sherlock Holmes: Crimes & Punishments|X360|2014|Focus Home Interactive|0.06
Battlefield 1942: The WW II Anthology|PC|2004|Electronic Arts|0.03
Nano Diver|PSP|2011|Takara Tomy|0.02
Wing Commander III: Heart of the Tiger|PS|1996|Electronic Arts|0.16
Jaws Unleashed|PS2|2006|THQ|0.6
Ty the Tasmanian Tiger 3: Night of the Quinkan|GC|2005|Activision|0.09
Night Wizard the Video Game: Denial of the World|PS2|2008|5pb|0.02
Bleach: Hanatareshi Yabou|PS2|2006|Sony Computer Entertainment|0.07
A Bug's Life|N64|1998|Activision|0.63
Dynasty Warriors 4 Empires|PS2|2004|Tecmo Koei|0.32
Hamsterz Life|DS|2006|Ubisoft|0.47
Kidou Senshi Gundam Seed Battle Destiny|PSV|2012|Namco Bandai Games|0.12
Klax|2600|1989|Atari|0.15
Tsukigime Ranko's Longest Day|PS3|2014|Namco Bandai Games|0.01
Shrek the Third|PSP|2007|Activision|0.32
Kamigami no Asobi|PSP|2013|Broccoli|0.03
Toriko: Gourmet Survival!|PSP|2011|Namco Bandai Games|0.36
Ultimate Duck Hunting: Hunting & Retrieving Ducks|Wii|2007|Detn8 Games|0.23
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi|PS2|2010|Namco Bandai Games|0.02
Batman Forever: The Arcade Game|PS|1996|Acclaim Entertainment|0.03
Option Tuning Car Battle|PS|1998|MTO|0.1
NBA Live 16|PS4|2015|Electronic Arts|0.17
Gladius|GC|2003|Activision|0.07
FIFA World Cup Germany 2006|DS|2006|Electronic Arts|0.04
Let's Make a Soccer Team!|PS2|2006|Sega|0.23
Fighting Vipers|SAT|1995|Sega|0.4
Super Monkey Ball: Touch & Roll|DS|2005|Sega|0.76
Pac-Man Pinball Advance|GBA|2005|Zoo Digital Publishing|0.11
Toy Story 3: The Video Game|PS3|2010|Disney Interactive Studios|1.11
Animal Crossing: City Folk|Wii|2008|Nintendo|4.68
Aquanaut's Holiday|PS|1995|Sony Computer Entertainment|0.02
B's-LOG Party♪|PSP|2010|Idea Factory|0.04
I Spy: Fun House|DS|2007|Scholastic Inc.|0.83
Sid Meier's Civilization IV|PC|2005|Take-Two Interactive|0.17
Persona 4: Arena|PS3|2012|Atlus|0.74
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi|WiiU|2014|Namco Bandai Games|0.03
Cabela's North American Adventures|Wii|2010|Activision|0.2
Battle Spirits: Digital Starter|DS|2010|Namco Bandai Games|0.04
Mario & Luigi: Bowser's Inside Story|DS|2009|Nintendo|3.83
Warriors Orochi 2|PS2|2008|Tecmo Koei|0.13
Robert Ludlum's The Bourne Conspiracy|PS3|N/A|Vivendi Games|0.39
Rampage: Total Destruction|Wii|2006|Midway Games|0.22
Looney Tunes: Acme Arsenal|X360|2007|Warner Bros. Interactive Entertainment|0.08
Bass Strike|PS2|2001|THQ|0.28
Jade Cocoon: Story of the Tamamayu|PS|1998|Crave Entertainment|0.27
Conflict: Desert Storm|XB|2002|SCi|0.87
Castlevania: Harmony of Dissonance|GBA|2002|Konami Digital Entertainment|0.26
Baseball|GB|1989|Nintendo|1.61
Virtua Cop 2|SAT|1996|Sega|0.3
Hakuouki: Yuugi Roku|PSP|2010|Idea Factory|0.07
Celebrity Sports Showdown|Wii|2008|Electronic Arts|0.45
Viewtiful Joe 2|PS2|2004|Capcom|0.21
Yu-Gi-Oh! World Championship 2007|DS|2007|Konami Digital Entertainment|0.05
Pop'n Music 12 Iroha|PS2|2006|Konami Digital Entertainment|0.02
Conflict: Vietnam|XB|2004|SCi|0.22
Mega Man 8 Anniversary Collector's Edition|SAT|1997|Capcom|0.06
Where's Waldo? The Fantastic Journey|Wii|2009|Ubisoft|0.19
Safari Adventures: Africa|Wii|2007|Neko Entertainment|0.03
Star Wars The Clone Wars: Jedi Alliance|DS|2008|LucasArts|0.79
Call of Duty: Modern Warfare 2|X360|2009|Activision|13.51
Dragon Ball: XenoVerse|PS4|2015|Namco Bandai Games|1.05
Ridge Racer|PSV|2011|Namco Bandai Games|0.2
Help Wanted: 50 Wacky Jobs|Wii|2008|Hudson Soft|0.11
Party Pigs: Farmyard Games|Wii|2009|Data Design Interactive|0.07
IndyCar Series|PS2|2003|Codemasters|0.12
Perfect Dark Zero|X360|2005|Microsoft Game Studios|0.77
BeatMania IIDX 15: DJ Troopers|PS2|2008|Konami Digital Entertainment|0.03
World Trigger: Borderless Mission|PSV|2015|Namco Bandai Games|0.04
Dreamer Series: Babysitter|DS|2009|Deep Silver|0.06
Wappy Dog|DS|2011|Activision|0.29
Tony Hawk's Pro Skater 4|PS2|2002|Activision|3.67
Dynamite Headdy|GEN|1993|Sega|0.05
Kung Fu Panda: Showdown of Legendary Legends|3DS|2015|Little Orbit|0.02
Allied General|PS|1996|SSI|0.19
WWE Crush Hour|PS2|2003|THQ|0.35
Smart Bomb|PSP|2005|Eidos Interactive|0.08
Fuzion Frenzy|XB|2001|Microsoft Game Studios|1.21
Metal Gear Solid Integral|PS|1999|Konami Digital Entertainment|0.11
NPPL: Championship Paintball 2009|X360|2008|Activision Value|0.12
Spirit Camera: The Cursed Memoir|3DS|2012|Nintendo|0.22
Spectral Force 3|X360|2006|Idea Factory|0.09
Emergency Room: Real Life Rescues|DS|2009|505 Games|0.04
Kazoku Keikaku|PSP|2010|CyberFront|0.02
Paws & Claws: Regal Resort|DS|2010|THQ|0.04
Dave Mirra Freestyle BMX 2|PS2|2001|Acclaim Entertainment|1.38
Game of Thrones (Telltale)|XOne|2015|Telltale Games|0.03
Indiana Jones and the Staff of Kings|PS2|2009|Activision|0.28
Final Fantasy I & II: Dawn of Souls|GBA|2004|Nintendo|1.19
Death By Degrees|PS2|2005|Sony Computer Entertainment|0.1
Mission: Impossible - Operation Surma|GC|2004|Atari|0.02
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru|PSV|2013|5pb|0.02
Microsoft Flight Simulator X|PC|2006|Microsoft Game Studios|0.43
NHL FaceOff|PS|1994|Sony Computer Entertainment|0.45
Karaoke Revolution Party|GC|2005|Konami Digital Entertainment|0.07
All-Star Baseball 2000|N64|1999|Acclaim Entertainment|0.39
Two Worlds II|PS3|2011|Unknown|0.48
Lara Croft Tomb Raider: The Angel of Darkness|PS2|2003|Eidos Interactive|1.25
Blazing Angels: Squadrons of WWII|XB|2006|Ubisoft|0.08
Little Deviants|PSV|2011|Sony Computer Entertainment|0.33
Chameleon Twist|N64|1997|Sunsoft|0.11
NASCAR 07|PS2|2006|Electronic Arts|0.11
Winx Club: Rockstars|DS|2010|Namco Bandai Games|0.03
Dragon Ball Z: Ultime Menace|SNES|1993|Namco Bandai Games|0.73
Gun Showdown|PSP|2006|Activision|0.06
Karaoke Revolution Volume 2|PS2|2004|Konami Digital Entertainment|0.23
The Saboteur|X360|2009|Electronic Arts|0.51
Who Wants to be a Millionaire: 2nd Edition|Wii|2008|Ubisoft|0.03
Final Fantasy Crystal Chronicles: Ring of Fates|DS|2007|Square Enix|0.67
7 Days to Die|XOne|2016|Telltale Games|0.04
Ecco: The Tides of Time|GEN|1993|Sega|0.07
Castlevania: Curse of Darkness|PS2|2005|Konami Digital Entertainment|0.42
Grand Theft Auto: Vice City Stories|PS2|2007|Take-Two Interactive|0.97
Littlest Pet Shop: City Friends|DS|2009|Electronic Arts|0.32
TMNT: Mutant Melee|XB|2005|Konami Digital Entertainment|0.02
Pro Evolution Soccer 2013|PS3|2012|Konami Digital Entertainment|1.56
Shovel Knight|3DS|2015|Yacht Club Games|0.13
UEFA Euro 2008 Austria-Switzerland|X360|2008|Electronic Arts|0.35
InuYasha: Secret of the Divine Jewel|DS|2007|Namco Bandai Games|0.1
LittleBigPlanet 2|PS3|2011|Sony Computer Entertainment|3.42
Chessmaster: The Art of Learning|PSP|2008|Ubisoft|0.12
Zen-Nippon Pro Wrestling: Ouja no Kon|PS|1999|Human Entertainment|0.12
NBA 2K12|PSP|2011|Take-Two Interactive|0.28
SRS: Street Racing Syndicate|PS2|2004|Namco Bandai Games|0.54
Zatch Bell! Mamodo Battles|GC|2005|Namco Bandai Games|0.06
Barbie and the Three Musketeers|DS|2009|Activision|0.13
The Sims 2: Bon Voyage|PC|2007|Electronic Arts|0.03
F1 2013|X360|2013|Codemasters|0.33
Legacy of Ys: Books I & II|DS|N/A|Unknown|0.03
Lucian Bee's: Resurrection Supernova|PS2|2009|5pb|0.01
Aquaman: Battle for Atlantis|GC|2003|TDK Mediactive|0.01
Sonic Riders|GC|2006|Sega|0.92
Jikkyou Powerful Pro Yakyuu Wii|Wii|2007|Konami Digital Entertainment|0.14
Zoids: Battle Legends|GC|2003|Tomy Corporation|0.15
Secret Files 2: Puritas Cordis|PC|2009|Deep Silver|0.04
Xena: Warrior Princess - The Talisman of Fate|N64|1999|Titus|0.29
Blacksite: Area 51|PS3|2007|Midway Games|0.09
Suzuki Super-Bikes II: Riding Challenge|DS|2008|Valcon Games|0.05
Let's Play Ballerina|Wii|2010|Deep Silver|0.03
A Game of Thrones: Genesis|PC|2011|Focus Home Interactive|0.04
Dawn of Mana|PS2|2006|Square Enix|0.43
Fate/Stay Night [Réalta Nua]|PS2|2007|Kadokawa Shoten|0.17
F1 2010|X360|2010|Codemasters|0.89
Psychic Force|PS|1996|Acclaim Entertainment|0.16
Cool Boarders 2001|PS2|2001|Sony Computer Entertainment|0.33
Pro Cycling Manager 2016|PC|2016|Focus Home Interactive|0.03
Jimmie Johnson's Anything With an Engine|X360|2011|Konami Digital Entertainment|0.09
The Bureau: XCOM Declassified|PS3|2013|Take-Two Interactive|0.29
Yaiba: Ninja Gaiden Z|X360|2014|Tecmo Koei|0.05
Dragon Ball Heroes: Ultimate Mission 2|3DS|2014|Namco Bandai Games|0.31
Scrabble|PSP|2009|Electronic Arts|0.09
Gray Matter|PC|2011|DTP Entertainment|0.09
LEGO Batman: The Videogame|DS|2008|Warner Bros. Interactive Entertainment|3.15
Crash Bandicoot 2: N-Tranced|GBA|2003|Vivendi Games|1.36
Dave Mirra Freestyle BMX 2|GBA|2001|Acclaim Entertainment|0.19
NHL FaceOff 98|PS|1997|Sony Computer Entertainment|0.51
Brave: The Video Game|Wii|2012|Disney Interactive Studios|0.02
Harvest Moon: The Tale of Two Towns|DS|2010|Natsume|0.58
SPRay|Wii|2008|Tecmo Koei|0.04
Frogger 2: Swampy's Revenge|PS|1999|Hasbro Interactive|1.43
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu|PS3|2012|Sega|0.06
Silent Hill HD Collection|X360|2012|Konami Digital Entertainment|0.19
NBA In The Zone '99|N64|1998|Konami Digital Entertainment|0.04
Valkyrie Profile: Covenant of the Plume|DS|2008|Square Enix|0.42
Brink|PS3|2011|Bethesda Softworks|0.74
World Soccer Winning Eleven 8 International|XB|2004|Konami Digital Entertainment|0.09
Mercury Meltdown Revolution|Wii|2007|Ignition Entertainment|0.18
Supremacy MMA|PSV|2012|505 Games|0.09
Danny Phantom: The Ultimate Enemy|GBA|2005|THQ|0.22
Doctor Lautrec and the Forgotten Knights|3DS|2011|Konami Digital Entertainment|0.16
NHL 2K11|Wii|2010|Take-Two Interactive|0.28
SNK Arcade Classics Vol. 1|PSP|2008|Ignition Entertainment|0.15
Singstar: Ultimate Party|PS3|2014|Sony Computer Entertainment Europe|0.14
